"REF_DATE","GEO","DGUID","Fuel type","Supply and demand characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","British Columbia","2016A000259","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54273944","12.14.46","10655","","","","0"
"2018","British Columbia","2016A000259","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54273944","12.14.46","12335","","","","0"
"2019","British Columbia","2016A000259","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54273944","12.14.46","11640","","","","0"
"2020","British Columbia","2016A000259","Total refined petroleum products","Commercial and other institutional","Terajoules","283","units","0","v54273944","12.14.46","8655","","","","0"
"2015","British Columbia","2016A000259","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54273945","12.14.47","","x","","","0"
"2016","British Columbia","2016A000259","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54273945","12.14.47","","x","","","0"
"2017","British Columbia","2016A000259","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54273945","12.14.47","","x","","","0"
"2018","British Columbia","2016A000259","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54273945","12.14.47","","x","","","0"
"2019","British Columbia","2016A000259","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54273945","12.14.47","","x","","","0"
"2020","British Columbia","2016A000259","Total refined petroleum products","Statistical difference","Terajoules","283","units","0","v54273945","12.14.47","","x","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54274360","13.1.18","33918","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54274360","13.1.18","33326","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54274360","13.1.18","34948","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54274360","13.1.18","35267","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54274360","13.1.18","35116","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Energy use, final demand","Terajoules","283","units","0","v54274360","13.1.18","30672","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54274369","13.1.31","6405","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54274369","13.1.31","6338","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54274369","13.1.31","5959","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54274369","13.1.31","6684","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54274369","13.1.31","6811","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total industrial","Terajoules","283","units","0","v54274369","13.1.31","6996","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54274379","13.1.42","17404","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54274379","13.1.42","16207","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54274379","13.1.42","17562","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54274379","13.1.42","17232","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54274379","13.1.42","16574","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Total transportation","Terajoules","283","units","0","v54274379","13.1.42","12380","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274380","13.1.43","138","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274380","13.1.43","192","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274380","13.1.43","184","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274380","13.1.43","158","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274380","13.1.43","130","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274380","13.1.43","89","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54274381","13.1.44","2677","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54274381","13.1.44","2323","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54274381","13.1.44","2079","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54274381","13.1.44","2220","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54274381","13.1.44","2232","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Residential","Terajoules","283","units","0","v54274381","13.1.44","2254","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54274382","13.1.45","908","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54274382","13.1.45","1303","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54274382","13.1.45","2172","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54274382","13.1.45","1953","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54274382","13.1.45","2023","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Public administration","Terajoules","283","units","0","v54274382","13.1.45","1786","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54274383","13.1.46","6388","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54274383","13.1.46","6964","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54274383","13.1.46","6986","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54274383","13.1.46","7008","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54274383","13.1.46","7332","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Commercial and other institutional","Terajoules","283","units","0","v54274383","13.1.46","7152","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54274384","13.1.47","","x","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54274384","13.1.47","","x","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54274384","13.1.47","","x","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54274384","13.1.47","","x","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54274384","13.1.47","-439","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Total primary and secondary energy","Statistical difference","Terajoules","283","units","0","v54274384","13.1.47","601","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54274603","13.5.18","3104","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54274603","13.5.18","3489","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54274603","13.5.18","3603","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54274603","13.5.18","3406","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54274603","13.5.18","3614","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Energy use, final demand","Terajoules","283","units","0","v54274603","13.5.18","3748","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Total industrial","Terajoules","283","units","0","v54274607","13.5.31","0","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Total industrial","Terajoules","283","units","0","v54274607","13.5.31","0","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Total industrial","Terajoules","283","units","0","v54274607","13.5.31","0","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Total industrial","Terajoules","283","units","0","v54274607","13.5.31","0","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Total industrial","Terajoules","283","units","0","v54274607","13.5.31","3","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Total industrial","Terajoules","283","units","0","v54274607","13.5.31","2","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Residential","Terajoules","283","units","0","v54274609","13.5.44","","x","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Residential","Terajoules","283","units","0","v54274609","13.5.44","105","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Residential","Terajoules","283","units","0","v54274609","13.5.44","75","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Residential","Terajoules","283","units","0","v54274609","13.5.44","86","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Residential","Terajoules","283","units","0","v54274609","13.5.44","61","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Residential","Terajoules","283","units","0","v54274609","13.5.44","73","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54274610","13.5.46","3018","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54274610","13.5.46","","x","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54274610","13.5.46","3527","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54274610","13.5.46","3320","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54274610","13.5.46","3550","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Commercial and other institutional","Terajoules","283","units","0","v54274610","13.5.46","3673","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Statistical difference","Terajoules","283","units","0","v54274611","13.5.47","","x","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Statistical difference","Terajoules","283","units","0","v54274611","13.5.47","","x","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Statistical difference","Terajoules","283","units","0","v54274611","13.5.47","","x","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Statistical difference","Terajoules","283","units","0","v54274611","13.5.47","","x","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Statistical difference","Terajoules","283","units","0","v54274611","13.5.47","-2","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Natural gas","Statistical difference","Terajoules","283","units","0","v54274611","13.5.47","1","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54274617","13.6.18","829","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54274617","13.6.18","795","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54274617","13.6.18","817","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54274617","13.6.18","1135","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54274617","13.6.18","1488","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Energy use, final demand","Terajoules","283","units","0","v54274617","13.6.18","1421","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54274621","13.6.31","273","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54274621","13.6.31","263","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54274621","13.6.31","263","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54274621","13.6.31","367","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54274621","13.6.31","481","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total industrial","Terajoules","283","units","0","v54274621","13.6.31","461","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54274624","13.6.42","34","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54274624","13.6.42","32","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54274624","13.6.42","36","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54274624","13.6.42","46","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54274624","13.6.42","59","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Total transportation","Terajoules","283","units","0","v54274624","13.6.42","55","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274625","13.6.43","","..","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274625","13.6.43","","..","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274625","13.6.43","0","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274625","13.6.43","0","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274625","13.6.43","0","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Agriculture, fishing, hunting and trapping","Terajoules","283","units","0","v54274625","13.6.43","0","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54274626","13.6.44","188","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54274626","13.6.44","180","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54274626","13.6.44","183","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54274626","13.6.44","257","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54274626","13.6.44","337","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Residential","Terajoules","283","units","0","v54274626","13.6.44","323","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54274627","13.6.45","","..","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54274627","13.6.45","","..","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54274627","13.6.45","","..","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54274627","13.6.45","","..","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Public administration","Terajoules","283","units","0","v54274627","13.6.45","","..","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54274628","13.6.46","335","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54274628","13.6.46","321","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54274628","13.6.46","328","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54274628","13.6.46","454","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54274628","13.6.46","595","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Commercial and other institutional","Terajoules","283","units","0","v54274628","13.6.46","568","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54274629","13.6.47","0","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54274629","13.6.47","-1","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54274629","13.6.47","-44","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54274629","13.6.47","","x","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54274629","13.6.47","-563","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Gas plant natural gas liquids (NGL's)","Statistical difference","Terajoules","283","units","0","v54274629","13.6.47","-18","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54274636","13.7.18","2880","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54274636","13.7.18","3271","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54274636","13.7.18","3252","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54274636","13.7.18","3253","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54274636","13.7.18","3275","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Energy use, final demand","Terajoules","283","units","0","v54274636","13.7.18","3391","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54274641","13.7.31","160","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54274641","13.7.31","170","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54274641","13.7.31","174","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54274641","13.7.31","154","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54274641","13.7.31","163","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Total industrial","Terajoules","283","units","0","v54274641","13.7.31","217","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54274642","13.7.44","1224","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54274642","13.7.44","1270","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54274642","13.7.44","1277","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54274642","13.7.44","1289","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54274642","13.7.44","1285","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Residential","Terajoules","283","units","0","v54274642","13.7.44","1393","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54274643","13.7.45","156","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54274643","13.7.45","157","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54274643","13.7.45","158","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54274643","13.7.45","132","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54274643","13.7.45","137","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Public administration","Terajoules","283","units","0","v54274643","13.7.45","133","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54274644","13.7.46","1340","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54274644","13.7.46","1673","","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54274644","13.7.46","1642","","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54274644","13.7.46","1679","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54274644","13.7.46","1690","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Commercial and other institutional","Terajoules","283","units","0","v54274644","13.7.46","1648","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54274645","13.7.47","","x","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54274645","13.7.47","","x","","","0"
"2017","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54274645","13.7.47","","x","","","0"
"2018","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54274645","13.7.47","713","","","","0"
"2019","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54274645","13.7.47","318","","","","0"
"2020","Yukon, Northwest Territories and Nunavut","2016A00016","Primary electricity, hydro and nuclear","Statistical difference","Terajoules","283","units","0","v54274645","13.7.47","414","","","","0"
"2015","Yukon, Northwest Territories and Nunavut","2016A00016","Total refined petroleum products","Energy use, final demand","Terajoules","283","units","0","v54274396","13.14.18","27105","","","","0"
